Min,Max,Avg,Std,Generation
-1.4700649688563734e+45,4.737063203706713e+40,-3.927374520804981e+42,6.923458863051192e+43,278
-4.66098880300304e+46,1.877771770728576e+43,-9.572081341959002e+43,2.0830378055004035e+45,279
-4.469282906634742e+46,1.863115597342188e+38,-1.0123244106854191e+44,2.011753390515558e+45,280
-1.10016534694896e+41,1.5702818286475385e+37,-2.2043960253586785e+38,4.915158105658636e+39,281
-1.1869936998864467e+46,4.125701565513672e+41,-2.3899301062921824e+43,5.303122734513826e+44,282
-2.47868977850455e+45,3.7487823133668557e+34,-7.318640530869951e+42,1.2181539834689712e+44,283
-1.20519025061067e+47,5.508346877115429e+41,-3.668768344224413e+44,5.948199504537146e+45,284
-1.5590798352669757e+46,2.1276136682177744e+40,-3.422593202532655e+43,6.997204538308875e+44,285
-2.177889617019245e+46,1.7403628228634893e+39,-8.808998628837903e+43,1.1851971170879104e+45,286
-4.682506811145475e+43,4.095459345376761e+41,-1.3004122048671176e+41,2.1855288108578707e+42,287
-2.30859527062466e+45,1.0131272556696328e+41,-6.921257872436947e+42,1.0760279195145806e+44,288
-5.56845338717914e+46,1.909499293063296e+38,-1.2606546486853285e+44,2.5076896375608143e+45,289
-6.825506581421647e+45,4.805230752978437e+39,-1.373050470324681e+43,3.0494211605889635e+44,290
-4.4178162109120125e+44,1.9607024025122303e+44,-5.5384573722426836e+41,2.163519162892388e+43,291
-9.377509356007324e+46,6.45713335114464e+40,-1.8784578099873603e+44,4.1895439379766175e+45,292
-6.337789307967758e+46,2.2741075666569148e+44,-1.3557606232957824e+44,2.8350063949138808e+45,293
-2.1515811665020294e+46,7.876570840027526e+38,-5.809553588401544e+43,9.872048974958365e+44,294
-1.4116932258041021e+47,1.0066371675644272e+36,-4.036926622548647e+44,6.854528552771422e+45,295
-6.201620454897762e+46,7.250422895186231e+40,-2.7142328576021622e+44,3.661164804764473e+45,296
-3.5919113262007666e+42,2.6895991664402124e+38,-7.257290124561313e+39,1.604762194123521e+41,297
-2.193320912908836e+46,4.6703679436261336e+38,-4.389103590569109e+43,9.799006057176649e+44,298
-4.4940760703107245e+44,4.6805355005478466e+42,-1.0781846205039416e+42,2.031183071167168e+43,299
-2.699545808655533e+43,2.909857623822281e+42,-5.432268603251304e+40,1.2197005462083895e+42,300
-3.0110474934348305e+45,3.031011478997879e+39,-6.72632984800592e+42,1.3508776604661016e+44,301
-2.999846816924041e+45,6.664910932136082e+39,-6.000599732496708e+42,1.3402296388906075e+44,302
-2.1979827894610705e+44,9.36452329851478e+41,-6.561277710777602e+41,1.0825840280769044e+43,303
-1.9079633651700227e+47,8.166842004696104e+43,-4.5204003344759976e+44,8.600095140487446e+45,304
-1.9264836234722601e+46,4.0884856993027294e+36,-3.99024488781422e+43,8.60854986809598e+44,305
-5.6425886892827545e+44,6.072516632564238e+35,-1.1335851178768404e+42,2.520920398478087e+43,306
-2.8333473043937772e+45,6.590622457791262e+40,-6.279642099874587e+42,1.268332198675951e+44,307
-5.567987741693503e+43,1.4120406605533185e+42,-1.0851844687448286e+41,2.4885155710878603e+42,308
-3.0911223714637874e+44,3.012126385318911e+40,-6.484320881388235e+41,1.3824863577748943e+43,309
-1.018080851627988e+47,5.128830586425636e+37,-2.0513452206384883e+44,4.5484991956885625e+45,310
-1.0818343036888089e+45,4.1133907012977604e+42,-2.8471591344246867e+42,4.957718207508137e+43,311
-4.315179560746213e+41,9.348763284406007e+39,-1.442704406463452e+39,2.324003319430418e+40,312
-7.072725132132717e+41,1.5170916730551776e+42,1.5066009433917885e+39,7.491258460846801e+40,313
-6.428902186220473e+44,2.095722536347563e+42,-1.2950690564253121e+42,2.8723274422484696e+43,314
-1.2641800879015791e+46,4.3340318811960816e+38,-3.609872012404676e+43,6.136398917154018e+44,315
-2.6631369476736415e+46,9.836851043687875e+36,-5.573517570832666e+43,1.1901885872485626e+45,316
-6.083303899480645e+46,2.0794848081087e+43,-1.3981594267660576e+44,2.7334099701568106e+45,317
-1.5685072062154344e+47,5.1423287042162844e+41,-3.583679236181608e+44,7.040901717098097e+45,318
-5.433604447384269e+45,5.6934646197554006e+41,-1.493911875408932e+43,2.5083937652629344e+44,319
-9.396387185252725e+44,2.9796672189551792e+38,-2.0219727142358453e+42,4.208693363872199e+43,320
-1.9863792604957495e+47,5.028400397607197e+40,-3.980431808155379e+44,8.87445251396602e+45,321
-1.3322430320373515e+45,2.821758716866145e+37,-2.6694926713657006e+42,5.951998896379342e+43,322
-2.2448658067539633e+44,2.2458938809657638e+41,-4.4872162948562785e+41,1.0029317492070018e+43,323
-5.502598552193946e+44,6.878345569238262e+43,-1.1901767076134545e+42,2.4998084543648626e+43,324
-2.4354195424938347e+43,3.4761408976483103e+40,-4.863898702737058e+40,1.0880672475764999e+42,325
-1.3172271545218662e+46,1.6492866136505073e+43,-2.632641847840141e+43,5.8849384135829914e+44,326
-9.156391573335459e+46,1.2962091145324476e+39,-1.9294439489429518e+44,4.094221691738908e+45,327
-1.6283385781293216e+44,1.1945682756229991e+42,-3.2856197682456425e+41,7.275338883861178e+42,328
-2.2180692990894463e+46,3.8325914286506924e+36,-4.511852499959951e+43,9.910515367328166e+44,329
-1.4893138573137426e+46,4.4030316041877435e+41,-3.809444882436584e+43,6.784483046600754e+44,330
-4.874427859924463e+46,1.916580757752001e+39,-2.628592021788481e+44,3.413729175602726e+45,331
-9.43313862988694e+44,1.0817558566825169e+33,-2.0297722622119614e+42,4.2257552579644263e+43,332
-8.505722245266157e+44,1.50213503645095e+42,-1.774445002884409e+42,3.8021736592144626e+43,333
-1.588579369049644e+46,1.7637950218998701e+43,-5.376872016801169e+43,8.483042531608632e+44,334
-3.8729678221975116e+43,6.400966926201653e+41,-8.067642180224809e+40,1.732509629614298e+42,335
-1.344384181319425e+47,3.831298032229966e+44,-2.8072151017200687e+44,6.01005829879337e+45,336
-1.1928612860964664e+46,5.3986937398710214e+42,-2.9092621462454773e+43,5.454322073601981e+44,337
-2.1796668195385316e+46,4.3883076468982e+40,-6.145637543348777e+43,1.0247703717027145e+45,338
-2.3397501541758077e+46,5.124120650590406e+42,-5.23029960594478e+43,1.052318439373073e+45,339
-2.826429408861955e+46,9.303266086921197e+37,-7.135954964395683e+43,1.3039897065075962e+45,340
-1.5723242575834765e+47,2.629953646829914e+37,-4.477530909397659e+44,7.48593579389084e+45,341
-5.1504340886952513e+42,2.5219189703738822e+38,-1.113207683186117e+40,2.30529339443239e+41,342
-1.2962494341615154e+46,7.534517260505231e+37,-2.6434835933244105e+43,5.79166357984119e+44,343
-5.2612379827873366e+45,1.803643330726294e+43,-1.0640150824834401e+43,2.3506899682466907e+44,344
-1.1590344352560417e+47,6.290433803908307e+43,-2.424405224157178e+44,5.181869885001748e+45,345
-3.093604745016909e+44,3.8989634807614116e+38,-6.439604232503588e+41,1.3829039724872356e+43,346
-3.064164099652589e+45,1.1476371187806006e+43,-9.301870748685692e+42,1.5414429092463336e+44,347
-4.5955685092179133e+42,1.0607057239411961e+42,-7.06770591959171e+39,2.108049887568293e+41,348
-1.0002393758373372e+46,6.994905857877088e+37,-3.2379941592776014e+43,5.072040372772385e+44,349
-4.159834629008284e+46,3.748542990301535e+43,-9.033511871894654e+43,1.8641874002287074e+45,350
-3.2341371951816816e+45,1.739785879242869e+43,-8.166508420975088e+42,1.4931977428681397e+44,351
-2.8934943757867782e+44,1.8373790004525945e+40,-6.647691417721577e+41,1.2993357061971409e+43,352
-1.7526349476900795e+43,1.3261729090116954e+39,-5.618331561891795e+40,8.624924086940169e+41,353
-2.497480857034217e+41,3.3941266480291804e+39,-6.05555512408004e+38,1.1435172286187094e+40,354
-1.7894710752404298e+45,2.276015707964422e+41,-3.5891482828726024e+42,7.994735330836241e+43,355
-5.018305740042154e+44,7.470691733569793e+36,-1.2048367503095071e+42,2.262920943157912e+43,356
-9.002904789061036e+45,2.1757664723238335e+39,-1.8007541873590483e+43,4.022192417088084e+44,357
-3.913599489226266e+45,1.086132130758538e+38,-7.833735737974834e+42,1.7484614878539337e+44,358
-8.608018655382778e+43,2.128195040343491e+37,-1.9873635656251477e+41,3.889377525708845e+42,359
-1.3309898960415133e+40,9.574812038961564e+38,-2.4124619466638056e+37,5.968008464853911e+38,360
-1.087723526849818e+47,2.0329531361269235e+40,-3.509436936860727e+44,5.6945380917874215e+45,361
-1.889212605392257e+46,3.564506715595046e+43,-3.9351408251243577e+43,8.444174435635694e+44,362
-2.4046710649189267e+45,5.551383332929488e+41,-5.802961074681645e+42,1.0960415102031101e+44,363
-2.2809751101195664e+45,7.8264595003617e+40,-6.253239121869865e+42,1.0836104077168517e+44,364
-3.9761347940402225e+43,8.635040409488791e+36,-1.694955284414863e+41,2.38227018984177e+42,365
-2.275548218172368e+44,6.20074024551389e+43,-6.324096734309737e+41,1.225310817069808e+43,366
-1.0317180883626434e+47,4.121599876783672e+39,-2.0634367185355666e+44,4.609367263104537e+45,367
-2.4774175052406283e+46,6.222631767742102e+42,-8.189191131054961e+43,1.3000093530606885e+45,368
-9.758358034083388e+44,1.989098096641513e+42,-3.1275272312193307e+42,4.798473074640849e+43,369
-2.5641990319696344e+46,2.5369518196154902e+38,-5.243901660850664e+43,1.1458361283868031e+45,370
-6.12238646560034e+46,5.598504152284096e+40,-1.2688431765461688e+44,2.7368218839700676e+45,371
-4.206757790660634e+45,7.556001116501691e+37,-1.371350097447008e+43,2.218252958697936e+44,372
-9.52997281236656e+44,1.3373303031032874e+40,-3.0312621770998326e+42,4.608456702005988e+43,373
-5.988485561540141e+44,1.1817404915894678e+42,-1.2508114049029346e+42,2.676410332390417e+43,374
-1.4854495682427327e+45,4.179770535184215e+43,-2.911950145533944e+42,6.639611691723329e+43,375
-5.0735295933853836e+44,1.3963244954135817e+44,-7.376489008677414e+41,2.3521627477076753e+43,376
-1.1435947005295131e+45,1.6658919328837958e+43,-2.31346334582466e+42,5.110486997130542e+43,377
-1.6965935818107642e+46,5.838193102023157e+43,-3.3856266635835327e+43,7.579889604189708e+44,378
-3.565907379929465e+42,8.104100655210737e+37,-7.186442909096372e+39,1.5931197769014325e+41,379
-2.914009914445568e+45,2.3941648767890905e+42,-8.805879161036155e+42,1.4145767283989608e+44,380
-8.860646742513742e+44,5.0220144430792735e+40,-1.8482511468070964e+42,3.960432405652353e+43,381
-1.2670566642025613e+44,5.1796553364553134e+35,-3.7924603264614205e+41,5.984219299136325e+42,382
-2.0562327740031703e+47,1.1542659940270066e+37,-6.45492317381715e+44,1.0531163140279987e+46,383
-2.037740229347868e+44,2.1474095965508363e+43,-3.732895508487965e+41,9.157999149739659e+42,384
-5.34020812611764e+45,4.1546718461557506e+43,-1.5752651797106186e+43,2.514154865884943e+44,385
-6.360531588799751e+43,2.0109088480093212e+42,-2.1818720843638484e+41,3.545138238830264e+42,386
-8.587682266296185e+46,2.7374783895696263e+40,-1.7176975881091905e+44,3.8366851063243726e+45,387
-2.0321067643240714e+45,6.920850740951472e+41,-4.9611177247051204e+42,9.293950847024335e+43,388
-1.4414752968449224e+46,1.3315894092880381e+39,-3.8442598957512284e+43,6.737472676558848e+44,389
-3.1008167218819995e+45,6.109617469598946e+43,-6.844381924497642e+42,1.3956065481111042e+44,390
-1.7699841844705877e+44,8.470311329385996e+40,-6.584976783961714e+41,9.985804448706007e+42,391
-1.8438121135456416e+43,8.925238565891394e+36,-4.719873019243982e+40,8.54967565465504e+41,392
-6.661709845653923e+43,2.4342151796598266e+42,-1.283665819198893e+41,2.9784305333777204e+42,393
-2.425121432699448e+46,3.220806111875862e+41,-6.002390531915695e+43,1.1101055154889265e+45,394
-3.656483224885019e+44,5.723230279545492e+41,-1.1376742140590698e+42,1.8679621643351345e+43,395
-1.2584525796822383e+46,1.2760423754762526e+44,-3.3106050162436134e+43,5.83800584495193e+44,396
-4.295667294259337e+43,1.2625347455057145e+42,-8.264145936994641e+40,1.9202419818039992e+42,397
-9.296032250470547e+44,2.961334798030522e+38,-4.399712426268845e+42,5.790320320898947e+43,398
-1.7013914307678404e+43,4.0280353872624294e+42,-4.35285211124955e+40,8.314559449036336e+41,399
-2.649206581016733e+44,1.0024752391179558e+41,-7.513359689111112e+41,1.2815393111439936e+43,400
-9.755699363830776e+43,1.961040566596034e+43,-3.0363598773099778e+41,5.141159885877694e+42,401
-1.4082862456763107e+47,2.3774511984267725e+44,-2.8612525154339436e+44,6.292292748499155e+45,402
-4.0357871959995537e+43,7.030030728126855e+38,-1.0271605041800077e+41,1.8646621438267273e+42,403
-3.519493390499931e+46,3.9583686225117533e+42,-7.058408432645245e+43,1.572387324703435e+45,404
-5.848918047505866e+43,1.7149980847881813e+44,2.25273415392876e+41,8.100363136170948e+42,405
-2.2312544544475915e+44,1.5340895670210796e+38,-5.429038110580111e+41,1.0129450601066524e+43,406
-1.7376730836557866e+44,5.772303701925271e+43,-2.255491834326271e+41,8.188438685586373e+42,407
-9.618123202929683e+41,1.4295494379981454e+38,-2.710092415357788e+39,4.636070969623429e+40,408
-1.9883491511580738e+45,1.5540580672925244e+43,-9.495383981439598e+42,1.2927667614844533e+44,409
-7.261278127208688e+45,2.970015698186641e+40,-2.5300953904923467e+43,3.77945346434949e+44,410
-1.1841264006114146e+46,1.2161954987812437e+41,-3.9431971208552566e+43,6.342939535630377e+44,411
-3.2836894915176584e+45,4.224429587466415e+38,-6.996381404147197e+42,1.4682503709080696e+44,412
-1.265953413137582e+46,3.796690022149875e+44,-2.6290265720299613e+43,5.663369078785481e+44,413
-4.011766760418855e+45,7.520415898283764e+43,-8.682536922615574e+42,1.7962433182992808e+44,414
-1.993020654111757e+46,4.481905842805067e+39,-4.271885492102267e+43,8.925725073584735e+44,415
-8.452589330049932e+44,5.731153761217464e+43,-2.8021759923232934e+42,4.2037522746943523e+43,416
-6.630556493192842e+42,1.3771172881370364e+43,-6.452742860548884e+39,7.709731323090069e+41,417
-8.119197261891998e+43,1.9029205715107455e+39,-1.895830619189055e+41,3.6760487149187067e+42,418
-8.00324172269235e+44,9.66546710504588e+40,-1.8244144814826357e+42,3.5932893507490473e+43,419
-8.683142441938198e+45,1.2192630307815237e+40,-2.57843962817166e+43,4.3065992261609496e+44,420
-7.905451376290779e+42,2.2818729601806406e+41,-1.827517900181359e+40,3.578374923185653e+41,421
-5.53218046835876e+42,1.400616638107858e+37,-1.1712023048767012e+40,2.4752042489082647e+41,422
-4.3940171730448904e+45,1.1605311314513628e+40,-9.057899768698176e+42,1.9638817599815694e+44,423
-5.158267698840408e+46,1.1622791809145305e+41,-1.1077053235567464e+44,2.3102370592694822e+45,424
-3.290279963750831e+45,1.703528771806809e+43,-8.466147515984781e+42,1.5092340024212858e+44,425
-4.7905205230067583e+42,4.633427615602777e+38,-1.714646405952569e+40,2.703269401675946e+41,426
-1.720109445483694e+46,1.6560702366265212e+42,-3.4399190577425045e+43,7.684868262337461e+44,427
-4.721093222945845e+44,5.466439056005118e+41,-9.466218709353936e+41,2.10922863111804e+43,428
-9.574053869082497e+44,5.620654897561655e+43,-2.993810837475434e+42,5.039833190861655e+43,429
-6.879897733899245e+42,8.44942968476024e+41,-1.3758697869209422e+40,3.1497880751876582e+41,430
-9.431039299323279e+44,5.934588065787957e+43,-1.7825594886855697e+42,4.2223442374190157e+43,431
-3.91382208885821e+41,2.423464677183329e+42,6.18661873554096e+39,1.199147617214918e+41,432
-2.629109315575445e+46,1.1759187319284656e+39,-7.29504452687049e+43,1.2587877591400539e+45,433
-1.511424423124115e+46,6.338176512860061e+42,-3.7148951132142716e+43,6.886961558733026e+44,434
-1.0429169909871413e+45,2.781629667894374e+39,-2.206284153009699e+42,4.663918499718523e+43,435
-9.514891500965955e+46,1.8441376172243732e+41,-1.94497176698097e+44,4.251414850142431e+45,436
-2.1071154813578347e+45,6.659372677396145e+42,-5.629792679284212e+42,9.877549247653957e+43,437
-4.2372915040313067e+46,3.772054645326701e+42,-8.508086679674424e+43,1.893078880531247e+45,438
-2.877350817676845e+45,2.2153941986751635e+42,-7.550621707478828e+42,1.338615764601376e+44,439
-4.9025358121524454e+42,1.98956670979553e+42,-1.0858331350499372e+40,2.4530007724826896e+41,440
-5.241038367719892e+45,1.0111240231801029e+40,-1.3188959981534853e+43,2.3860323177851193e+44,441
-2.7264126880919315e+46,2.1109183943349145e+43,-9.966793091849155e+43,1.5801797316072992e+45,442
-1.6439512315962275e+43,2.015844733586928e+42,-2.850451290029577e+40,7.403982727240023e+41,443
-6.766909120971789e+45,5.368722016799875e+37,-1.4131815993336126e+43,3.0258269018827822e+44,444
-2.044198892998631e+45,2.682848299106208e+43,-4.035549120151661e+42,9.13382870596654e+43,445
-4.802526994855704e+42,1.317891490914543e+43,1.0818137154536746e+40,6.405120082830071e+41,446
-1.3573499011515045e+47,2.1828027066307005e+40,-2.9566145971479735e+44,6.087112925638312e+45,447
-8.631201394996154e+41,2.5492416945456708e+39,-1.7566132316678858e+39,3.856244040385438e+40,448
-3.976737312255756e+45,3.390544588488878e+42,-7.992236509693613e+42,1.7766788471308511e+44,449
-4.812097801128903e+45,4.906675013716032e+37,-1.9437374801535002e+43,2.5718405221981986e+44,450
-3.3967448889700926e+44,3.1410455309025e+41,-8.248872306939923e+41,1.5452239853958e+43,451
-5.112698124159224e+43,7.016350358565069e+43,4.4696395137626487e+39,3.936811512640517e+42,452
-4.8875806753005455e+45,2.9036576950045793e+41,-9.782677561648609e+42,2.1836025300462573e+44,453
-3.661899348550763e+45,3.161885617546642e+38,-7.352613674165454e+42,1.63600729784559e+44,454
-1.867232408191042e+44,2.089742377883654e+42,-3.709072360533406e+41,8.342836748803408e+42,455
-6.332712208295263e+41,1.8598144267811564e+39,-1.8600010873107068e+39,3.103243581033942e+40,456
-7.362602769325749e+45,3.667512730092367e+39,-1.493870584695349e+43,3.2896099956681715e+44,457
-2.665234691450721e+45,3.750898919612383e+41,-5.921245155155853e+42,1.196211084369312e+44,458
-2.312014962236998e+46,1.6961499588757638e+40,-4.6528701853657e+43,1.0329371996389578e+45,459
-9.915364354121586e+44,3.3433409706179905e+39,-2.0383125749264117e+42,4.4311648185841087e+43,460
-4.667142774560085e+44,2.9134952890835386e+42,-1.1640478645390058e+42,2.1499901001403873e+43,461
-6.003127997734672e+44,1.0813550151712083e+38,-1.2714823433296878e+42,2.6862065952142474e+43,462
-2.156045307356342e+45,1.5189128581346835e+38,-4.378025675298256e+42,9.633262339451185e+43,463
-2.8972392196148875e+46,1.5499241871137626e+38,-5.853214336146001e+43,1.294400757250251e+45,464
-1.6397192504776432e+46,1.3586520828668716e+42,-3.96713949899852e+43,7.47878182336707e+44,465
-6.505901859871648e+46,1.8693330050172784e+41,-1.3011864964220291e+44,2.906616751366383e+45,466
-8.848278838201358e+43,2.8524408343571918e+38,-1.771611722666303e+41,3.953104580654266e+42,467
-8.63226740720447e+44,3.6440954510408054e+43,-1.83170395195074e+42,3.86640086351729e+43,468
-5.153640102287909e+44,1.673521917172731e+38,-2.7156179305040123e+42,3.0680464678351527e+43,469
-1.8490314248728285e+46,3.745050229957397e+42,-3.699419608959562e+43,8.260841609467543e+44,470
-1.0468543826921222e+45,1.0934860846545772e+42,-2.860417576163217e+42,4.979246871863913e+43,471
-9.454245475378533e+44,4.2428711027287486e+38,-2.994767067825e+42,4.755279766696462e+43,472
-1.5066456186391386e+45,1.39314080017054e+43,-3.4801876699260494e+42,6.819399391311821e+43,473
-1.1469015403792325e+46,3.6069784896696345e+41,-2.2945634263841484e+43,5.123964813301397e+44,474
-3.791834935277452e+45,1.317061699228979e+41,-8.087512136010731e+42,1.6955728144754538e+44,475
-3.717442096037599e+46,1.0022979970353099e+41,-7.752100378940681e+43,1.6621907454455583e+45,476
-4.855307306842241e+46,2.5603634806089965e+39,-1.2088359022513196e+44,2.2322114863380635e+45,477
-7.869493170535799e+43,3.588528978184319e+43,-8.876946182191935e+40,3.867578031626712e+42,478
-1.0207350701852459e+46,3.3178552248977236e+40,-3.096312837300299e+43,5.0148421646578985e+44,479
-1.9191716825072778e+46,2.458773231960388e+35,-3.8399830395141675e+43,8.57420256694237e+44,480
-5.6520519577317925e+44,1.2972145384761743e+43,-1.2534271454327608e+42,2.5469692350018767e+43,481
-1.2752631915515742e+47,1.5724886195621536e+37,-2.7748100253944787e+44,5.717883827012703e+45,482
-3.700693085999048e+46,2.3541718581703608e+40,-7.413203071600801e+43,1.6533412505432926e+45,483
-1.1765298269627792e+46,8.372758647099067e+42,-4.3395019985324367e+43,6.279918564441347e+44,484
-6.790916510483397e+45,5.488213946172518e+43,-1.6694280140118576e+43,3.0890594508708955e+44,485
-3.642328647417236e+44,4.075373847461371e+41,-1.3854262062571058e+42,1.946535015204347e+43,486
-2.4059251958618495e+43,6.629174208349e+43,8.416926648464472e+40,3.152758977094836e+42,487
-3.185368469861917e+44,9.350901559823859e+42,-1.5489323467157847e+42,2.026126854728304e+43,488
-1.3249418917729426e+45,3.1921417217876986e+42,-2.810604521412902e+42,5.930111986471221e+43,489
-7.299894345431683e+46,8.080600888590794e+40,-1.4602706646482541e+44,3.261344473302483e+45,490
-1.9279635557196694e+45,6.4392325836043185e+37,-7.615223728853312e+42,1.0769239553068527e+44,491
-2.924002517843917e+45,8.074760455462808e+40,-7.385909268328826e+42,1.3285822885840062e+44,492
-1.1745418798959195e+46,5.564977386496472e+43,-4.339073560269525e+43,6.887056695614033e+44,493
-3.4903528888235596e+46,1.9322298172138221e+37,-7.410881160513222e+43,1.5610220515503084e+45,494
-4.740759057820223e+46,1.7768491201717827e+41,-9.481562100533166e+43,2.1180106910166925e+45,495
-1.5767063993822005e+44,1.812791337222734e+41,-3.3198220740752152e+41,7.052511344924813e+42,496
-1.1290301607400985e+46,1.893006426321641e+41,-2.649524910608064e+43,5.113618795988814e+44,497
-2.5486154559288575e+45,1.1940440374146458e+39,-5.1621497976530796e+42,1.1386579185159124e+44,498
-1.4172348811516722e+46,2.891622945961375e+40,-3.083091274759298e+43,6.340836327462222e+44,499
-1.855119797053602e+44,1.6983822560571702e+38,-4.105818234158936e+41,8.31925772836953e+42,500
